id,date,route_id,origin,destination,cargo_type,freight_rate_usd_per_ton,bunker_fuel_price_usd,cargo_demand_index,vessel_availability_index,port_congestion_days,created_at,target_rate_30d,rate_lag_1,rate_lag_7,rate_lag_14,rate_roll_7_mean,rate_roll_14_mean,rate_roll_7_std,demand_vessel_ratio,fuel_price_lag_1,month,month_sin,month_cos
184,2025-03-11,1,"Paradip, India","Qingdao, China",Iron Ore,37.17,605.01,87.6,107.3,3.0,2026-09-09 06:56:12.007816+00:00,42.93,43.8,40.96,41.0,41.33428571428572,41.86785714285715,3.11146191332871,0.8164025334200807,607.44,3,1.0,6.123233995736766e-17
185,2025-03-12,1,"Paradip, India","Qingdao, China",Iron Ore,41.55,608.61,98.9,102.8,3.1,2026-09-09 06:56:12.007816+00:00,40.62,37.17,43.55,43.99,41.04857142857143,41.69357142857143,2.9623438275090375,0.962062163223525,605.01,3,1.0,6.123233995736766e-17
186,2025-03-13,1,"Paradip, India","Qingdao, China",Iron Ore,38.33,611.91,96.2,114.6,3.7,2026-09-09 06:56:12.007816+00:00,41.78,41.55,45.19,41.64,40.06857142857143,41.45714285714286,2.4552422051020373,0.8394414625269231,608.61,3,1.0,6.123233995736766e-17
187,2025-03-14,1,"Paradip, India","Qingdao, China",Iron Ore,43.1,615.26,103.4,93.2,3.2,2026-09-09 06:56:12.007816+00:00,37.89,38.33,38.17,45.17,40.77285714285714,41.30928571428571,2.5259368841792362,1.109441941047002,611.91,3,1.0,6.123233995736766e-17
188,2025-03-15,1,"Paradip, India","Qingdao, China",Iron Ore,39.13,614.87,108.8,102.9,1.1,2026-09-09 06:56:12.007816+00:00,41.07,43.1,39.29,43.81,40.75,40.975,2.5422627716268758,1.0573371178486766,615.26,3,1.0,6.123233995736766e-17
189,2025-03-16,1,"Paradip, India","Qingdao, China",Iron Ore,38.92,618.75,97.8,110.7,3.1,2026-09-09 06:56:12.007816+00:00,43.22,39.13,42.17,38.86,40.285714285714285,40.979285714285716,2.536472991792983,0.8834687548808712,614.87,3,1.0,6.123233995736766e-17
190,2025-03-17,1,"Paradip, India","Qingdao, China",Iron Ore,41.87,616.67,112.5,112.9,3.3,2026-09-09 06:56:12.007816+00:00,45.19,38.92,43.8,42.38,40.01,40.94285714285714,2.169093512660693,0.9964569533696231,618.75,3,1.0,6.123233995736766e-17
191,2025-03-18,1,"Paradip, India","Qingdao, China",Iron Ore,42.56,615.32,97.3,86.2,3.2,2026-09-09 06:56:12.007816+00:00,38.98,41.87,37.17,40.96,40.78000000000001,41.05714285714286,1.937197288180351,1.1287701706763142,616.67,3,1.0,6.123233995736766e-17
192,2025-03-19,1,"Paradip, India","Qingdao, China",Iron Ore,41.63,612.3,90.8,90.1,3.7,2026-09-09 06:56:12.007816+00:00,39.0,42.56,41.55,43.55,40.791428571428575,40.92,1.9427251355714028,1.0077690335439475,615.32,3,1.0,6.123233995736766e-17
193,2025-03-20,1,"Paradip, India","Qingdao, China",Iron Ore,37.62,611.32,98.1,107.4,1.0,2026-09-09 06:56:12.007816+00:00,40.88,41.63,38.33,45.19,40.690000000000005,40.37928571428571,2.104455590724907,0.913407736181775,612.3,3,1.0,6.123233995736766e-17
194,2025-03-21,1,"Paradip, India","Qingdao, China",Iron Ore,41.46,611.59,95.6,85.1,2.6,2026-09-09 06:56:12.007816+00:00,41.16,37.62,43.1,38.17,40.455714285714286,40.614285714285714,1.8696243574834073,1.1233841218115015,611.32,3,1.0,6.123233995736766e-17
195,2025-03-22,1,"Paradip, India","Qingdao, China",Iron Ore,40.97,609.76,97.7,103.5,3.1,2026-09-09 06:56:12.007816+00:00,39.68,41.46,39.13,39.29,40.71857142857142,40.73428571428572,1.7793390961386752,0.9439612614530182,611.59,3,1.0,6.123233995736766e-17
196,2025-03-23,1,"Paradip, India","Qingdao, China",Iron Ore,40.47,611.93,90.5,106.0,5.4,2026-09-09 06:56:12.007816+00:00,41.15,40.97,38.92,42.17,40.94,40.61285714285714,1.6062378404208877,0.8537735043609901,609.76,3,1.0,6.123233995736766e-17
197,2025-03-24,1,"Paradip, India","Qingdao, China",Iron Ore,42.88,613.51,94.0,99.7,5.3,2026-09-09 06:56:12.007816+00:00,40.75,40.47,41.87,43.8,41.08428571428572,40.547142857142866,1.7432236148665825,0.9428283908898304,611.93,3,1.0,6.123233995736766e-17
198,2025-03-25,1,"Paradip, India","Qingdao, China",Iron Ore,39.1,612.04,96.7,96.8,1.9,2026-09-09 06:56:12.007816+00:00,39.28,42.88,42.56,37.17,40.589999999999996,40.684999999999995,1.7455849067480682,0.9989668389497067,613.51,3,1.0,6.123233995736766e-17
199,2025-03-26,1,"Paradip, India","Qingdao, China",Iron Ore,41.67,610.3,108.8,105.3,4.5,2026-09-09 06:56:12.007816+00:00,39.43,39.1,41.63,41.55,40.59571428571429,40.69357142857143,1.7496176453047962,1.0332382684484076,612.04,3,1.0,6.123233995736766e-17
200,2025-03-27,1,"Paradip, India","Qingdao, China",Iron Ore,40.65,608.01,105.7,101.8,2.0,2026-09-09 06:56:12.007816+00:00,43.57,41.67,37.62,38.33,41.028571428571425,40.85928571428571,1.1692936410703545,1.038310310578555,610.3,3,1.0,6.123233995736766e-17
201,2025-03-28,1,"Paradip, India","Qingdao, China",Iron Ore,44.07,606.27,95.2,88.6,5.0,2026-09-09 06:56:12.007816+00:00,40.57,40.65,41.46,43.1,41.401428571428575,40.92857142857143,1.6479525536396755,1.0744919780483095,608.01,3,1.0,6.123233995736766e-17
202,2025-03-29,1,"Paradip, India","Qingdao, China",Iron Ore,44.75,609.55,110.3,100.3,5.4,2026-09-09 06:56:12.007816+00:00,38.88,44.07,40.97,39.13,41.94142857142857,41.33,2.0526440556139955,1.0997007876669205,606.27,3,1.0,6.123233995736766e-17
203,2025-03-30,1,"Paradip, India","Qingdao, China",Iron Ore,38.22,608.73,87.7,97.2,1.0,2026-09-09 06:56:12.007816+00:00,40.03,44.75,40.47,38.92,41.62,41.279999999999994,2.457668271621135,0.9022632816601562,609.55,3,1.0,6.123233995736766e-17
204,2025-03-31,1,"Paradip, India","Qingdao, China",Iron Ore,44.67,609.18,108.7,87.6,3.6,2026-09-09 06:56:12.007816+00:00,42.1,38.22,42.88,41.87,41.87571428571429,41.480000000000004,2.6925196201256854,1.2408674382571419,608.73,3,1.0,6.123233995736766e-17
205,2025-04-01,1,"Paradip, India","Qingdao, China",Iron Ore,41.82,607.3,103.2,86.4,2.1,2026-09-09 06:56:12.007816+00:00,43.79,44.67,39.1,42.56,42.26428571428572,41.42714285714286,2.406227040706757,1.1944443061985757,609.18,4,0.8660254037844387,-0.4999999999999998
206,2025-04-02,1,"Paradip, India","Qingdao, China",Iron Ore,39.82,610.81,90.8,102.5,5.4,2026-09-09 06:56:12.007816+00:00,44.7,41.82,41.67,41.63,42.0,41.29785714285715,2.5778544049913266,0.8858535721118466,607.3,4,0.8660254037844387,-0.4999999999999998
207,2025-04-03,1,"Paradip, India","Qingdao, China",Iron Ore,42.56,613.38,88.0,88.6,5.1,2026-09-09 06:56:12.007816+00:00,38.48,39.82,40.65,37.62,42.27285714285715,41.65071428571429,2.511372229716316,0.9932278788681853,610.81,4,0.8660254037844387,-0.4999999999999998
208,2025-04-04,1,"Paradip, India","Qingdao, China",Iron Ore,39.44,609.64,100.7,107.2,3.4,2026-09-09 06:56:12.007816+00:00,38.47,42.56,44.07,41.46,41.61142857142857,41.50642857142857,2.5682317429924764,0.9393655840144044,613.38,4,0.8660254037844387,-0.4999999999999998
209,2025-04-05,1,"Paradip, India","Qingdao, China",Iron Ore,40.98,613.32,105.6,104.5,3.8,2026-09-09 06:56:12.007816+00:00,37.93,39.44,44.75,40.97,41.07285714285714,41.50714285714285,2.1638138728158705,1.0105262190884,609.64,4,0.8660254037844387,-0.4999999999999998
210,2025-04-06,1,"Paradip, India","Qingdao, China",Iron Ore,40.91,616.12,99.5,88.3,1.5,2026-09-09 06:56:12.007816+00:00,36.7,40.98,38.22,40.47,41.457142857142856,41.53857142857144,1.7770079186253078,1.1268401894858222,613.32,4,0.8660254037844387,-0.4999999999999998
211,2025-04-07,1,"Paradip, India","Qingdao, China",Iron Ore,38.35,612.96,98.3,110.6,1.6,2026-09-09 06:56:12.007816+00:00,45.32,40.91,44.67,42.88,40.55428571428571,41.21500000000001,1.447548008908588,0.8887883464025004,616.12,4,0.8660254037844387,-0.4999999999999998
212,2025-04-08,1,"Paradip, India","Qingdao, China",Iron Ore,42.47,613.34,108.1,104.4,3.5,2026-09-09 06:56:12.007816+00:00,43.68,38.35,41.82,39.1,40.64714285714286,41.455714285714286,1.5588426720456579,1.035440513846694,612.96,4,0.8660254037844387,-0.4999999999999998
213,2025-04-09,1,"Paradip, India","Qingdao, China",Iron Ore,43.04,613.33,90.3,89.7,4.3,2026-09-09 06:56:12.007816+00:00,41.61,42.47,39.82,41.67,41.107142857142854,41.55357142857143,1.7387899459654128,1.0066888509822907,613.34,4,0.8660254037844387,-0.4999999999999998
214,2025-04-10,1,"Paradip, India","Qingdao, China",Iron Ore,42.93,609.55,106.0,89.1,1.4,2026-09-09 06:56:12.007816+00:00,38.57,43.04,42.56,40.65,41.160000000000004,41.71642857142857,1.795030176162299,1.1896743894866006,613.33,4,0.8660254037844387,-0.4999999999999998
215,2025-04-11,1,"Paradip, India","Qingdao, China",Iron Ore,40.62,610.82,86.6,102.9,4.6,2026-09-09 06:56:12.007816+00:00,37.07,42.93,39.44,44.07,41.32857142857142,41.470000000000006,1.6566575644091903,0.841593698581759,609.55,4,0.8660254037844387,-0.4999999999999998
216,2025-04-12,1,"Paradip, India","Qingdao, China",Iron Ore,41.78,609.11,102.9,94.5,2.2,2026-09-09 06:56:12.007816+00:00,39.6,40.62,40.98,44.75,41.44285714285714,41.25785714285714,1.656197595756729,1.0888887736625636,610.82,4,0.8660254037844387,-0.4999999999999998
217,2025-04-13,1,"Paradip, India","Qingdao, China",Iron Ore,37.89,607.49,92.8,114.9,3.7,2026-09-09 06:56:12.007816+00:00,40.59,41.78,40.91,38.22,41.01142857142857,41.23428571428571,2.140634084965065,0.8076587634761737,609.11,4,0.8660254037844387,-0.4999999999999998
218,2025-04-14,1,"Paradip, India","Qingdao, China",Iron Ore,41.07,606.2,113.8,97.2,2.3,2026-09-09 06:56:12.007816+00:00,42.49,37.89,38.35,44.67,41.4,40.97714285714285,1.7961625761606033,1.1707817725533154,607.49,4,0.8660254037844387,-0.4999999999999998
219,2025-04-15,1,"Paradip, India","Qingdao, China",Iron Ore,43.22,602.21,108.4,91.8,1.8,2026-09-09 06:56:12.007816+00:00,40.85,41.07,42.47,41.82,41.50714285714286,41.07714285714286,1.8905176917598594,1.180827758079765,606.2,4,0.8660254037844387,-0.4999999999999998
220,2025-04-16,1,"Paradip, India","Qingdao, China",Iron Ore,45.19,604.96,111.4,89.7,4.9,2026-09-09 06:56:12.007816+00:00,44.55,43.22,43.04,39.82,41.81428571428571,41.46071428571428,2.3093206587136734,1.2419173643347419,602.21,4,0.8660254037844387,-0.4999999999999998
221,2025-04-17,1,"Paradip, India","Qingdao, China",Iron Ore,38.98,601.14,89.9,104.8,5.5,2026-09-09 06:56:12.007816+00:00,39.39,45.19,42.93,42.56,41.25,41.205,2.468373283493924,0.857824345627448,604.96,4,0.8660254037844387,-0.4999999999999998
222,2025-04-18,1,"Paradip, India","Qingdao, China",Iron Ore,39.0,604.26,98.7,110.8,2.9,2026-09-09 06:56:12.007816+00:00,39.82,38.98,40.62,39.44,41.01857142857143,41.17357142857143,2.609210791097738,0.8907941434301315,601.14,4,0.8660254037844387,-0.4999999999999998
223,2025-04-19,1,"Paradip, India","Qingdao, China",Iron Ore,40.88,602.26,113.0,108.9,3.9,2026-09-09 06:56:12.007816+00:00,39.06,39.0,41.78,40.98,40.89,41.166428571428575,2.587521336465964,1.0376491241828167,604.26,4,0.8660254037844387,-0.4999999999999998
224,2025-04-20,1,"Paradip, India","Qingdao, China",Iron Ore,41.16,601.53,102.0,96.5,1.1,2026-09-09 06:56:12.007816+00:00,42.04,40.88,37.89,40.91,41.357142857142854,41.18428571428571,2.225494059646915,1.0569947091197192,602.26,4,0.8660254037844387,-0.4999999999999998
225,2025-04-21,1,"Paradip, India","Qingdao, China",Iron Ore,39.68,602.17,106.7,114.8,4.7,2026-09-09 06:56:12.007816+00:00,40.18,41.16,41.07,38.35,41.15857142857143,41.27928571428571,2.3155735687688406,0.9294424277489175,601.53,4,0.8660254037844387,-0.4999999999999998
226,2025-04-22,1,"Paradip, India","Qingdao, China",Iron Ore,41.15,598.66,89.9,101.6,4.5,2026-09-09 06:56:12.007816+00:00,40.65,39.68,43.22,42.47,40.86285714285714,41.185,2.1334534936397715,0.8848424325942489,602.17,4,0.8660254037844387,-0.4999999999999998
227,2025-04-23,1,"Paradip, India","Qingdao, China",Iron Ore,40.75,597.08,106.6,105.9,2.1,2026-09-09 06:56:12.007816+00:00,40.23,41.15,45.19,43.04,40.22857142857142,41.021428571428565,0.981672528076928,1.0066099143899985,598.66,4,0.8660254037844387,-0.4999999999999998
228,2025-04-24,1,"Paradip, India","Qingdao, China",Iron Ore,39.28,593.6,87.2,86.5,1.7,2026-09-09 06:56:12.007816+00:00,39.36,40.75,38.98,42.93,40.271428571428565,40.760714285714286,0.9228656198932441,1.0080923690066625,597.08,4,0.8660254037844387,-0.4999999999999998
229,2025-04-25,1,"Paradip, India","Qingdao, China",Iron Ore,39.43,596.51,87.8,92.9,4.0,2026-09-09 06:56:12.007816+00:00,39.86,39.28,39.0,40.62,40.332857142857144,40.675714285714285,0.834180521744021,0.9451021587618773,593.6,4,0.8660254037844387,-0.4999999999999998
230,2025-04-26,1,"Paradip, India","Qingdao, China",Iron Ore,43.57,596.72,108.6,87.6,1.3,2026-09-09 06:56:12.007816+00:00,44.42,39.43,40.88,41.78,40.71714285714285,40.80357142857143,1.4900303608284047,1.2397258858760405,596.51,4,0.8660254037844387,-0.4999999999999998
231,2025-04-27,1,"Paradip, India","Qingdao, China",Iron Ore,40.57,593.9,93.8,87.7,3.4,2026-09-09 06:56:12.007816+00:00,44.14,43.57,41.16,37.89,40.63285714285714,40.995000000000005,1.4774382591241393,1.0695551802103556,596.72,4,0.8660254037844387,-0.4999999999999998
232,2025-04-28,1,"Paradip, India","Qingdao, China",Iron Ore,38.88,591.92,103.8,109.5,3.8,2026-09-09 06:56:12.007816+00:00,35.17,40.57,39.68,41.07,40.51857142857143,40.83857142857143,1.5900778657184014,0.9479451189091215,593.9,4,0.8660254037844387,-0.4999999999999998
233,2025-04-29,1,"Paradip, India","Qingdao, China",Iron Ore,40.03,594.32,107.9,112.3,2.8,2026-09-09 06:56:12.007816+00:00,42.07,38.88,41.15,43.22,40.35857142857143,40.61071428571428,1.57220045977422,0.9608191486358728,591.92,4,0.8660254037844387,-0.4999999999999998
234,2025-04-30,1,"Paradip, India","Qingdao, China",Iron Ore,42.1,595.61,110.7,113.8,4.3,2026-09-09 06:56:12.007816+00:00,40.36,40.03,40.75,45.19,40.55142857142857,40.39,1.7053780477402216,0.9727591412338189,594.32,4,0.8660254037844387,-0.4999999999999998
235,2025-05-01,1,"Paradip, India","Qingdao, China",Iron Ore,43.79,596.98,113.3,90.9,1.9,2026-09-09 06:56:12.007816+00:00,37.47,42.1,39.28,38.98,41.19571428571429,40.73357142857143,1.9755156047882287,1.2464245053438388,595.61,5,0.49999999999999994,-0.8660254037844387
236,2025-05-02,1,"Paradip, India","Qingdao, China",Iron Ore,44.7,596.99,109.0,90.6,5.0,2026-09-09 06:56:12.007816+00:00,36.86,43.79,39.43,39.0,41.94857142857143,41.14071428571429,2.183677544658881,1.2030903749348372,596.98,5,0.49999999999999994,-0.8660254037844387
237,2025-05-03,1,"Paradip, India","Qingdao, China",Iron Ore,38.48,598.62,104.5,113.4,4.0,2026-09-09 06:56:12.007816+00:00,42.25,44.7,43.57,40.88,41.221428571428575,40.96928571428572,2.39135546341,0.9215166735875948,596.99,5,0.49999999999999994,-0.8660254037844387
238,2025-05-04,1,"Paradip, India","Qingdao, China",Iron Ore,38.47,601.16,98.7,108.4,3.7,2026-09-09 06:56:12.007816+00:00,40.86,38.48,40.57,41.16,40.92142857142857,40.777142857142856,2.608559171723136,0.9105165211700625,598.62,5,0.49999999999999994,-0.8660254037844387
239,2025-05-05,1,"Paradip, India","Qingdao, China",Iron Ore,37.93,603.04,88.2,97.2,1.7,2026-09-09 06:56:12.007816+00:00,42.58,38.47,38.88,39.68,40.785714285714285,40.652142857142856,2.753173061171757,0.9074073140527454,601.16,5,0.49999999999999994,-0.8660254037844387
240,2025-05-06,1,"Paradip, India","Qingdao, China",Iron Ore,36.7,606.86,90.6,109.9,2.3,2026-09-09 06:56:12.007816+00:00,37.62,37.93,40.03,41.15,40.31,40.33428571428571,3.162741426884807,0.8243857302651746,603.04,5,0.49999999999999994,-0.8660254037844387
241,2025-05-07,1,"Paradip, India","Qingdao, China",Iron Ore,45.32,610.32,111.6,92.4,3.5,2026-09-09 06:56:12.007816+00:00,42.05,36.7,42.1,40.75,40.769999999999996,40.660714285714285,3.6613385530431293,1.2077920770787793,606.86,5,0.49999999999999994,-0.8660254037844387
242,2025-05-08,1,"Paradip, India","Qingdao, China",Iron Ore,43.68,609.58,113.5,95.1,3.5,2026-09-09 06:56:12.007816+00:00,40.84,45.32,43.79,39.28,40.75428571428571,40.975,3.646422251755163,1.1934804212954342,610.32,5,0.49999999999999994,-0.8660254037844387
243,2025-05-09,1,"Paradip, India","Qingdao, China",Iron Ore,41.61,607.18,108.2,89.6,1.1,2026-09-09 06:56:12.007816+00:00,41.21,43.68,44.7,39.43,40.31285714285714,41.130714285714284,3.2551995037975505,1.2075891509387109,609.58,5,0.49999999999999994,-0.8660254037844387
244,2025-05-10,1,"Paradip, India","Qingdao, China",Iron Ore,38.57,607.22,98.3,102.3,2.1,2026-09-09 06:56:12.007816+00:00,44.63,41.61,38.48,43.57,40.325714285714284,40.77357142857143,3.2469208857154563,0.9608992218084826,607.18,5,0.49999999999999994,-0.8660254037844387
245,2025-05-11,1,"Paradip, India","Qingdao, China",Iron Ore,37.07,604.01,92.5,112.9,3.9,2026-09-09 06:56:12.007816+00:00,41.49,38.57,38.47,40.57,40.12571428571429,40.52357142857142,3.418844137730656,0.8193090505483568,607.22,5,0.49999999999999994,-0.8660254037844387
246,2025-05-12,1,"Paradip, India","Qingdao, China",Iron Ore,39.6,600.17,86.1,92.5,4.7,2026-09-09 06:56:12.007816+00:00,43.03,37.07,37.93,38.88,40.364285714285714,40.574999999999996,3.2961536025234883,0.9308107101826258,604.01,5,0.49999999999999994,-0.8660254037844387
247,2025-05-13,1,"Paradip, India","Qingdao, China",Iron Ore,40.59,601.65,107.4,99.8,3.4,2026-09-09 06:56:12.007816+00:00,38.68,39.6,36.7,40.03,40.92,40.615,2.8766299727284896,1.076152196778337,600.17,5,0.49999999999999994,-0.8660254037844387
248,2025-05-14,1,"Paradip, India","Qingdao, China",Iron Ore,42.49,604.31,103.5,105.0,4.4,2026-09-09 06:56:12.007816+00:00,45.86,40.59,45.32,42.1,40.51571428571429,40.642857142857146,2.295313029798306,0.9857141918367436,601.65,5,0.49999999999999994,-0.8660254037844387
249,2025-05-15,1,"Paradip, India","Qingdao, China",Iron Ore,40.85,601.01,90.2,90.6,3.0,2026-09-09 06:56:12.007816+00:00,38.98,42.49,43.68,43.79,40.11142857142857,40.432857142857145,1.8513817233931869,0.9955848790745168,604.31,5,0.49999999999999994,-0.8660254037844387
250,2025-05-16,1,"Paradip, India","Qingdao, China",Iron Ore,44.55,599.65,96.3,87.6,5.2,2026-09-09 06:56:12.007816+00:00,38.92,40.85,41.61,44.7,40.53142857142858,40.42214285714285,2.476088505226389,1.0993149430005773,601.01,5,0.49999999999999994,-0.8660254037844387
251,2025-05-17,1,"Paradip, India","Qingdao, China",Iron Ore,39.39,600.93,87.7,85.8,3.0,2026-09-09 06:56:12.007816+00:00,39.35,44.55,38.57,38.48,40.64857142857143,40.48714285714285,2.385570711391211,1.022144403013473,599.65,5,0.49999999999999994,-0.8660254037844387
252,2025-05-18,1,"Paradip, India","Qingdao, China",Iron Ore,39.82,600.6,97.7,109.6,4.9,2026-09-09 06:56:12.007816+00:00,40.68,39.39,37.07,38.47,41.041428571428575,40.58357142857143,1.8684077764362648,0.8914232763299931,600.93,5,0.49999999999999994,-0.8660254037844387
253,2025-05-19,1,"Paradip, India","Qingdao, China",Iron Ore,39.06,597.04,86.5,94.2,2.5,2026-09-09 06:56:12.007816+00:00,39.72,39.82,39.6,37.93,40.964285714285715,40.66428571428571,1.9473217260539675,0.9182589258748486,600.6,5,0.49999999999999994,-0.8660254037844387
254,2025-05-20,1,"Paradip, India","Qingdao, China",Iron Ore,42.04,595.26,95.4,101.4,5.0,2026-09-09 06:56:12.007816+00:00,40.13,39.06,40.59,36.7,41.17142857142857,41.04571428571429,1.9777548598636165,0.9408283095830069,597.04,5,0.49999999999999994,-0.8660254037844387
255,2025-05-21,1,"Paradip, India","Qingdao, China",Iron Ore,40.18,598.27,91.9,94.9,2.1,2026-09-09 06:56:12.007816+00:00,39.93,42.04,42.49,45.32,40.84142857142857,40.67857142857143,1.9127243099083049,0.9683876745639963,595.26,5,0.49999999999999994,-0.8660254037844387
256,2025-05-22,1,"Paradip, India","Qingdao, China",Iron Ore,40.65,597.82,92.1,106.5,4.3,2026-09-09 06:56:12.007816+00:00,39.99,40.18,40.85,43.68,40.81285714285714,40.46214285714286,1.9140682179214674,0.8647886511935537,598.27,5,0.49999999999999994,-0.8660254037844387
257,2025-05-23,1,"Paradip, India","Qingdao, China",Iron Ore,40.23,601.19,88.9,106.2,4.1,2026-09-09 06:56:12.007816+00:00,43.16,40.65,44.55,41.61,40.19571428571429,40.36357142857143,0.9737702867866639,0.8370997328531325,597.82,5,0.49999999999999994,-0.8660254037844387
258,2025-05-24,1,"Paradip, India","Qingdao, China",Iron Ore,39.36,602.04,108.0,101.1,1.1,2026-09-09 06:56:12.007816+00:00,43.48,40.23,39.39,38.57,40.19142857142857,40.42,0.9779643581001799,1.068249152497611,601.19,5,0.49999999999999994,-0.8660254037844387
259,2025-05-25,1,"Paradip, India","Qingdao, China",Iron Ore,39.86,601.44,85.0,102.5,4.4,2026-09-09 06:56:12.007816+00:00,43.18,39.36,39.82,37.07,40.19714285714286,40.619285714285716,0.9755462450291563,0.829268211778711,602.04,5,0.49999999999999994,-0.8660254037844387
260,2025-05-26,1,"Paradip, India","Qingdao, China",Iron Ore,44.42,601.26,114.1,105.2,4.5,2026-09-09 06:56:12.007816+00:00,40.64,39.86,39.06,39.6,40.962857142857146,40.96357142857143,1.739029559703836,1.084600657357352,601.44,5,0.49999999999999994,-0.8660254037844387
261,2025-05-27,1,"Paradip, India","Qingdao, China",Iron Ore,44.14,604.54,109.4,92.8,4.3,2026-09-09 06:56:12.007816+00:00,41.84,44.42,42.04,40.59,41.262857142857136,41.21714285714285,2.0995770549145556,1.1788791833104328,601.26,5,0.49999999999999994,-0.8660254037844387
262,2025-05-28,1,"Paradip, India","Qingdao, China",Iron Ore,35.17,600.71,86.4,108.7,1.5,2026-09-09 06:56:12.007816+00:00,41.17,44.14,40.18,42.49,40.54714285714285,40.69428571428572,3.1308663033613833,0.7948481329486539,604.54,5,0.49999999999999994,-0.8660254037844387
263,2025-05-29,1,"Paradip, India","Qingdao, China",Iron Ore,42.07,597.58,97.1,91.5,2.7,2026-09-09 06:56:12.007816+00:00,39.35,35.17,40.65,40.85,40.75,40.78142857142857,3.184190111577291,1.0612020698139812,600.71,5,0.49999999999999994,-0.8660254037844387
264,2025-05-30,1,"Paradip, India","Qingdao, China",Iron Ore,40.36,600.09,93.7,94.1,2.6,2026-09-09 06:56:12.007816+00:00,41.2,42.07,40.23,44.55,40.76857142857143,40.482142857142854,3.181029333257955,0.9957490971573755,597.58,5,0.49999999999999994,-0.8660254037844387
265,2025-05-31,1,"Paradip, India","Qingdao, China",Iron Ore,37.47,597.88,104.5,114.9,2.6,2026-09-09 06:56:12.007816+00:00,40.73,40.36,39.36,39.39,40.49857142857143,40.345000000000006,3.3936186614066695,0.9094864308540964,600.09,5,0.49999999999999994,-0.8660254037844387
266,2025-06-01,1,"Paradip, India","Qingdao, China",Iron Ore,36.86,596.8,92.5,107.5,1.2,2026-09-09 06:56:12.007816+00:00,41.98,37.47,39.86,39.82,40.07,40.13357142857143,3.666187847524099,0.8604650362358106,597.88,6,1.2246467991473532e-16,-1.0
267,2025-06-02,1,"Paradip, India","Qingdao, China",Iron Ore,42.25,600.79,109.4,100.6,2.8,2026-09-09 06:56:12.007816+00:00,44.16,36.86,44.42,39.06,39.76,40.361428571428576,3.3116662472739375,1.0874750410064573,596.8,6,1.2246467991473532e-16,-1.0
268,2025-06-03,1,"Paradip, India","Qingdao, China",Iron Ore,40.86,602.33,89.3,95.4,5.3,2026-09-09 06:56:12.007816+00:00,41.65,42.25,44.14,42.04,39.291428571428575,40.277142857142856,2.7776334565683443,0.9360586020902931,600.79,6,1.2246467991473532e-16,-1.0
269,2025-06-04,1,"Paradip, India","Qingdao, China",Iron Ore,42.58,606.48,99.0,87.1,4.7,2026-09-09 06:56:12.007816+00:00,45.0,40.86,35.17,40.18,40.35,40.44857142857143,2.319338986291856,1.136624438963899,602.33,6,1.2246467991473532e-16,-1.0
270,2025-06-05,1,"Paradip, India","Qingdao, China",Iron Ore,37.62,609.08,85.9,111.0,4.5,2026-09-09 06:56:12.007816+00:00,37.23,42.58,42.07,40.65,39.714285714285715,40.232142857142854,2.3784298542165776,0.7738738041555132,606.48,6,1.2246467991473532e-16,-1.0
271,2025-06-06,1,"Paradip, India","Qingdao, China",Iron Ore,42.05,609.41,109.2,93.8,2.4,2026-09-09 06:56:12.007816+00:00,37.55,37.62,40.36,40.23,39.955714285714286,40.362142857142864,2.5354871796353677,1.1641789803647142,609.08,6,1.2246467991473532e-16,-1.0
272,2025-06-07,1,"Paradip, India","Qingdao, China",Iron Ore,40.84,613.58,90.9,87.1,2.1,2026-09-09 06:56:12.007816+00:00,41.17,42.05,37.47,39.36,40.43714285714286,40.46785714285714,2.2932125521904405,1.043627893957762,609.41,6,1.2246467991473532e-16,-1.0
273,2025-06-08,1,"Paradip, India","Qingdao, China",Iron Ore,41.21,610.18,100.7,93.2,2.1,2026-09-09 06:56:12.007816+00:00,44.46,40.84,36.86,39.86,41.058571428571426,40.56428571428571,1.665887436887864,1.080471987073821,613.58,6,1.2246467991473532e-16,-1.0
274,2025-06-09,1,"Paradip, India","Qingdao, China",Iron Ore,44.63,607.53,108.9,88.7,3.8,2026-09-09 06:56:12.007816+00:00,40.26,41.21,42.25,44.42,41.39857142857143,40.57928571428572,2.128281220229308,1.2277337961968662,610.18,6,1.2246467991473532e-16,-1.0
275,2025-06-10,1,"Paradip, India","Qingdao, China",Iron Ore,41.49,608.93,106.7,108.4,4.0,2026-09-09 06:56:12.007816+00:00,38.77,44.63,40.86,44.14,41.488571428571426,40.39,2.1149895868256023,0.9843172523692572,607.53,6,1.2246467991473532e-16,-1.0
276,2025-06-11,1,"Paradip, India","Qingdao, China",Iron Ore,43.03,609.92,99.7,87.9,4.9,2026-09-09 06:56:12.007816+00:00,42.36,41.49,42.58,35.17,41.55285714285714,40.951428571428565,2.160051807138796,1.1342433294376189,608.93,6,1.2246467991473532e-16,-1.0
277,2025-06-12,1,"Paradip, India","Qingdao, China",Iron Ore,38.68,613.65,94.1,108.4,4.8,2026-09-09 06:56:12.007816+00:00,40.78,43.03,37.62,42.07,41.70428571428572,40.70928571428572,1.853841571286043,0.8680811007305257,609.92,6,1.2246467991473532e-16,-1.0
